Employee ID,Skill Gap,Time Gap,Will Gap
114,5.0,2.9221628029871978,1.7905230645811947
115,2.8076390352188776,2.8195200864093746,3.388978729352184
116,3.3015473423336124,5.0,3.251473608940512
117,2.9652882302947567,3.298752908365686,2.8057308680214805
118,1.831321962380468,2.2482089499048157,2.244208499841637
119,4.1428228145150205,2.5736424037944565,4.048707126416564
120,3.7519330326867744,4.148445709196755,4.6554071130882955
121,3.791031947043047,3.1132704105377647,2.516438516153463
122,2.090612545205261,1.5617220216826333,2.3878330828451793
123,4.402794310936099,3.9192289345752034,3.4912076654119963
124,1.5981489372077191,2.331855914461006,2.641970620253014
125,3.5868570938002704,4.873297776217545,2.8606027993367658
126,5.0,4.0800480657146485,3.7396531517246716
127,2.0094636748693118,2.5526781043412488,1.0906439124927072
128,2.433702270397228,4.281016361735113,4.318302324852669
129,3.099651365087641,3.0678555105274032,3.0726805243293414
130,2.4965243458838007,3.8527736751222195,2.58850685543782
131,1.4493365689338673,3.484732817294475,2.9107658457785512
132,3.0685629748060275,2.1536433450091264,2.9624293550205185
133,1.9376962862738951,2.356450167682538,1.2687986965550746
134,3.4735924306351817,4.029960817581161,4.494938227453236
135,2.0805757657661967,2.665224667893459,3.0413256322706186
136,4.54993440501754,2.5963515367580032,3.443002130447375
137,2.216746707663763,2.0448774206506473,3.9515497705740428
138,2.6779384837943243,3.423599065593461,1.9788375424396998
139,3.81351721736967,5.0,3.4734718990352285
140,1.7691356835660448,1.9324670857457271,2.7323589091012064
141,3.2274599346041293,3.0242194566727583,3.846770775216494
142,4.307142754282428,4.412220555415429,1.0
143,1.3925167654387725,2.920358608754285,2.900905699758731
144,3.184633858532304,3.452371796249734,2.3971793442160383
145,3.2598827942484236,1.9376064718531203,3.4322629506341555
146,3.7818228717773104,3.4283070972076484,3.470044187368202
147,1.763049289121918,2.812855734995451,2.292374105177974
148,1.6795433869157237,3.985729995679863,2.2878261358239564
149,3.5219415656168978,4.187386051564751,2.8893346314426704
150,3.2969846732331862,5.0,2.1033577726847916
151,3.2504928503458768,3.5796331732135758,3.841983695452127
152,3.346448209496976,3.3257963165821662,2.630792799552554
153,2.3199752784215093,3.194384301577336,1.0
154,3.2322536971610036,2.6468337071893115,2.625177943378194
155,3.293072473298681,3.3384838434616912,1.9614561791560277
156,2.285648581973632,2.7045985898609706,1.3687241845390545
157,4.865774511144757,3.168460976269614,1.7625733617774275
158,3.4738329209117875,4.31759753560796,3.10940847183297
159,1.8086965027973514,1.9934574347203589,4.328640828248231
160,3.6565536086338297,4.139878561129045,3.31318447386498
161,2.0253183297726784,4.3171150673398655,2.3934966117842604
162,3.787084603742452,2.881931473008921,3.4559041951707026
163,4.158595579007404,1.0,2.5409096897810084
164,2.1793176816482895,2.3921780129055676,2.305399630836855
165,3.9633761292443217,4.296994546561109,1.8456373317670156
166,3.4127809269364984,2.977131937701118,1.2481711932482809
167,3.82206015999449,2.0006977677050894,2.610076293440555
168,4.896792982653947,2.4952250787717825,3.158053489920132
169,2.7546118839971294,3.840620026504553,2.90337632998511
170,2.2462638356425106,3.5467335682013794,2.5840330720526414
171,2.1104855703744767,2.7610679008303056,2.054253939303219
172,2.1841897150345617,2.6331755881853125,3.6082461916849686
173,2.922898290585896,2.608241850956178,1.682868080053415
174,3.341151974816644,2.0775898155014976,3.7760279138434756
175,3.276690799330019,4.615375689469442,1.9977829810732752
176,3.8271832490360236,2.67767953078866,2.247564762646965
177,3.013001891877907,4.217158520825496,1.533214809384323
178,4.453534077157316,4.521316051922451,2.4985978531143633
179,2.735343166762044,3.9983108981479605,3.975312458477979
180,5.0,2.5683796872819515,3.5156280884439566
181,3.625667347765006,3.4037300903366097,3.978422112028035
182,2.1428424435837172,2.9758043936090837,3.522142545933936
183,1.9291075019388877,2.096298139269872,1.8963301714696308
184,3.482472415243185,3.3243592817216028,2.669210775672443
185,2.776537214674149,1.8209602088401975,2.2198008708825374
186,3.714000494092092,4.1876793884615635,4.33057490403904
187,3.473237624573545,2.535382702701607,1.8032113535736884
188,2.9271710873431274,3.2011596558728392,3.8936976893891106
189,2.153206281931595,3.283287871546142,3.8929538701087694
190,1.4851527753141354,2.741095026295923,4.829620201716088
191,2.5534850479329787,3.586693801475275,2.5903134073705028
192,3.8563987943234723,2.5250963433774753,3.712322159580162
193,3.2140937441302038,3.871297297457244,5.0
194,1.754261221288012,1.6540203197532515,2.3823583230663035
195,3.173180925851182,3.1263795795464118,1.4649597524676403
196,3.385317379728837,4.938928999058285,1.1199899660922363
197,2.116142563798867,1.9996686753944253,3.7127120288613313
198,3.153725105945528,2.3222550294751487,1.1168497919414162
199,3.058208718446,3.513907849658915,2.627680947062077
200,1.857029702169377,3.179581781939598,3.437313187038961
201,3.3577873603482833,3.3506300992735594,3.185175536829914
202,3.5607845263682343,3.4891871301476636,3.4254448641841724
203,4.083051243175277,3.6347214685617697,3.222289855800854
204,4.053802052034903,4.109699841956223,4.278865813313393
205,1.622330632042909,3.4098186569285125,2.047683619261203
206,2.062174960084877,2.7587423453814575,2.3230048615414685
207,3.5150352672086598,3.6725737012027313,2.2273405547291762
208,3.513785950912209,4.899881934895216,3.83019181186261
209,3.515047686306048,2.8673662536174263,3.9003985883950634
210,5.0,2.0254706953293584,3.451225319318508
211,3.570890510693167,4.107080669286972,4.183493666889928
212,4.135565640180599,2.8796188360464017,1.8219591326236193
213,3.9540017634932023,1.0,4.667224111551137
214,3.651391251305798,3.8474216771504217,4.523238621712258
215,2.6847307553596544,2.4646718140460773,3.7356219972457465
216,3.7589692204932676,2.9094667176958393,4.78179890877106
217,2.227174785462428,3.3319803305690145,1.3433767923222262
218,2.763181393259991,3.1904996797790663,2.475551863737348
219,2.5146364521708966,3.7094518171390396,2.264696539318048
220,3.0818741393863225,2.5645136294301567,3.721479323757343
221,5.0,3.513105798176083,1.9498592603978544
222,1.132734807408252,2.7404533224160827,3.7574951493374855
223,3.6862601903745134,3.738810480887503,4.370536143996714
224,1.3872841288103483,3.6153674840130536,3.6952029000839994
225,2.5280681342105664,2.0645612979554047,3.2837510236615013
226,4.088950596967366,4.085982116175032,2.012126659099251
227,3.0642800190954627,2.464036554885952,2.1531490338746355
228,1.9222552220706939,3.808057798281145,4.249618905296667
229,2.284696290740032,3.3672873134013406,3.7793490039053323
230,3.679597748934676,4.838183676795122,2.960980480622456
231,2.2696333682828636,2.7765340176281477,2.5820904542341094
232,3.216458589581975,2.6506832038818025,1.0
233,3.045571839903814,2.9805803941122675,1.9291475813155612
234,2.348399652394183,2.6968202171657247,4.911419087139723
235,5.0,3.79994190194205,1.7195444289975332
236,3.633919022318011,1.383689391563412,3.189479821221081
237,1.0,1.946317580853646,4.0074439731951985
238,3.1864543147694278,1.932197078420807,1.7450773319977075
239,2.338213535231612,3.9503075919735755,3.1847104747810833
240,3.852433334796224,4.710613372581925,3.937915537510655
241,2.2074792615672996,2.8955507814625285,3.0124993219072502
242,2.885263558533101,2.8311782768099896,5.0
243,3.5049872789804573,3.070052163113181,1.3314007411218047
244,3.8657551941701214,4.161878302608191,4.058728529883879
245,1.7997035929442238,2.0726468658094257,2.8271982626035355
246,2.6654987641590515,3.238368982734785,3.771920154836675
247,2.525054688839044,3.97519762978243,3.4413071516992457
248,2.3466707674262883,3.5010941699398455,2.2668438028900035
249,4.765454240281096,3.189581616598743,3.22899639245934
250,3.4049817109609557,4.001046092567141,1.1420985486017128
251,1.7391160456649548,1.0,3.6032475005713938
252,3.917861947054776,3.6778753195309077,3.2981584659905256
253,5.0,2.3459243168725763,3.6386601686431024
254,4.032465260551147,1.169367103143543,4.05811832508715
255,1.4806300340459866,3.5112025995249807,3.367619840209711
256,2.5157659271337485,4.373658545162957,3.1480894197982763
257,4.2669111491866225,2.862551485372308,2.118931663338708
258,2.292330534381219,3.952874547202939,2.287779236350949
259,3.443819428146228,4.612278257988645,4.186734620177331
260,3.7746340534293368,4.314914453584048,4.436335405705979
261,2.073069528421917,4.639964529371393,2.761889563687946
262,2.9404746439382,3.7421274910718925,3.046002747253274
263,1.0,3.075433638901593,2.0953856250062337
264,1.9756123586657102,1.3980341881028315,4.172756845267445
265,2.7474318486068396,2.7539375118700513,3.665416823691779
266,1.7522168180351505,2.1567534046838084,4.941217436463749
267,4.632411303931635,5.0,2.121676922820261
268,1.5698586220393673,2.8241141875676634,2.6219921009817826
269,2.559955513303016,3.1232048067844858,3.2314459225255723
270,3.1307405772860912,3.5514853760404677,3.6464895377257704
271,4.441273289066116,3.0436024463724536,2.7843323624523677
272,1.5641378488205606,4.695051040430753,2.1270389095462994
273,4.16316375215496,2.377350638265548,3.881407528923571
274,3.010233061019587,3.1946074552372425,3.7211353625455814
275,2.018491348952049,2.2575294143019518,2.083725899436275
276,3.462103474263271,1.6799774887792942,4.355442801105496
277,3.19905969557347,2.3882309090947147,4.170198709196604
278,2.3997831228412054,2.9629632029515878,3.1342964972477927
279,3.0698020849900187,2.5706977754827403,3.0795978623760365
280,2.61468640313824,2.307579020126144,3.5540577711159074
281,3.113517345251248,1.5936825363281661,2.138296929743742
282,3.6621306745210465,2.916894427371305,3.0300314791640823
283,4.586016816145352,1.4952796259689978,1.0
284,1.762184501173151,3.7600559636896027,3.8764556455029355
285,5.0,3.082439752934503,1.4385067775581406
286,1.0479122004774981,1.5424485005350694,4.503419828428999
287,2.8482149049644168,2.6907909229501366,2.66987990603355
288,3.5883172064845765,2.247843594409417,2.788333018068823
289,3.2809918677350325,3.3191745104191805,2.3722660939154943
290,2.3773004801794064,4.340450446023144,2.7119611260779237
291,2.7918777496427247,1.1248275303542554,4.418531345148036
292,2.506999065341167,3.1150260791474174,1.0
293,2.4106352430557885,2.8398672044333595,4.276965386088188
294,3.8496020970210245,3.671340076450466,3.338023481101708
295,3.3570154859650474,3.2131966282376894,1.7929783521427844
296,2.3070904047393457,2.248030668261181,1.9246876069507621
297,3.8995998754332506,2.680946064333382,4.676393027208203
298,3.3072995208766094,2.203974143196511,2.054493120057269
299,3.81286211883896,4.076007138598598,1.8466494894040406
300,3.629628841923612,3.0213116486719422,4.137314542364729
301,2.171004989077928,4.901190685753008,3.338552876285914
302,2.4398189598030307,2.939339186185379,2.062074423463601
303,3.7472936051232617,2.291593233089537,3.216624975404619
304,3.610370265433465,1.4862856073871729,1.9742473163597227
305,2.979098406035852,1.196860323744055,4.100821398422605
306,3.117327383308782,1.4158640569945102,4.0613709648731335
307,4.2776648957884245,3.2671266510114836,3.532006198821943
308,2.40842861116417,3.5087250232299336,3.3616610612470166
309,3.5470973811700377,1.4188092979678666,4.761188124867374
310,2.797807347566106,3.8950383140761153,2.9996863273882255
311,2.78231879677278,2.5169389483165605,1.8181258745791988
312,4.09877685198719,3.146793011985549,3.449473912832307
313,3.8254163489880297,4.612220628255424,5.0
314,3.8135096360006386,3.896839315865532,1.9852405068141479
315,4.305478807154329,2.7314693520941677,2.6385372333060144
316,3.021003841632759,2.1088077745847125,3.4164460381014528
317,3.681952971294964,1.0,2.946095150994261
318,2.689733243406544,2.28084668075758,2.0176964196226854
319,3.324166352488442,2.7888697611723057,4.121857856230471
320,2.8698569456323155,2.012820472848816,5.0
321,3.0969959649927183,2.8687430329076955,3.196131459023907
322,3.5951570254369134,3.0768518829587683,2.095931710264
323,2.1817793167665274,2.7751440181919214,1.451039474946525
324,5.0,2.3499974191765403,3.257975981221181
325,1.993982618500298,3.1686546719667277,4.103877343316258
326,1.7858113872122678,3.441940649569409,3.475167746495382
327,4.158110873500068,1.909600922557154,2.997596159081146
328,3.7916626939629356,4.41093237974627,2.410728348210694
329,3.624119817052155,2.9014118677157383,1.9078363672819103
330,3.62834550926428,3.0188496229448476,3.834751326324882
331,2.9877532271530853,3.7082144232565573,3.9137716213855858
332,2.1027456285141684,3.2332161312635015,1.4542702133092669
333,3.0758045581937266,3.953136633913245,4.589838978180683
334,2.322838288487888,3.287124165201824,3.5740712208940013
335,3.9751197334177513,2.3875626253595623,4.399594645145793
336,2.8529426184978615,3.3615035252061016,1.657872251514885
337,2.1745028032074885,1.8562737926793382,1.634175844584561
338,2.6786141583470067,3.108559705776523,2.851030690232703
339,3.412931454275624,2.9667700093555394,3.502784426895194
340,2.4362754471960253,2.7918831427274604,4.796360822926964
341,2.1777796044335687,2.871462488561069,3.7060789138151318
342,3.2436872114919124,1.118150954502361,2.7573187231879666
343,3.2449665711087228,2.4512750922590385,1.9736307923341079
344,2.4930568246288702,3.0928449011411145,4.23000057271915
345,2.5289616943816773,3.1598563919974003,2.035294574249285
346,3.2320499373576363,1.9723248590740419,4.628468554772322
347,1.5519156585026759,4.2657078408647005,2.715615350393491
348,1.5925362256234448,2.133825151785499,4.590582072617851
349,2.281555778747564,3.969457200526737,3.6789312900592783
350,2.786552848288153,3.4271943618716847,2.8630045105575417
351,3.3109075655980047,2.353772690156197,2.4806036281738733
352,4.475356216949552,4.775310892609512,2.65909212265392
353,3.8576596232020193,1.80636316824352,3.4283166923752377
354,2.8400614700365727,3.9191541736100017,3.0771564962177167
355,2.980983792097311,4.000582318042978,2.406188591931295
356,1.9974706353621912,2.329379790923355,2.834368589682368
357,2.98148686400761,4.392465300064329,3.07857702971915
358,2.7113413610798616,2.749953485401047,1.0
359,3.3227185603380893,3.288693629279857,3.4581681147886987
360,2.172769056447677,3.2603218387712207,2.0202787752831934
361,3.5193465142411724,2.865691258529452,1.846667596794255
362,4.532738913002578,3.810808273159782,1.3126556528892896
363,2.8912398515431423,3.793488720552213,1.2061075021321097
364,3.4017117220989412,1.2514680267618192,1.6445524968877108
365,3.6901439917111123,4.304340242878153,2.2909790423695098
366,2.598779528114164,1.3375080119643257,4.953259137526568
367,3.2240924818104166,4.032546204341657,2.474120324104796
368,3.012592400781795,4.126705136827583,3.1777501062680313
369,3.0976760985488316,1.9090335697848018,3.400481386506329
370,2.2269902161445336,2.589185712045415,3.1310651862158485
371,3.0245101742589426,1.8942953315140643,2.9225565392740065
372,3.49799829124545,2.7850789697112646,1.8047062364007553
373,4.451143607795042,2.6919657158142587,4.450927548279212
374,3.959270826085207,3.77966053226934,4.8071966436378855
375,5.0,4.310308746119608,1.3173413058773142
376,2.2326524371119505,4.395683810789956,1.9759714091136205
377,3.872320636720678,2.437831973421698,2.720189657622994
378,3.1833420057383517,2.7907781262554723,2.0354622050898086
379,5.0,1.3165618077790497,3.5059655534558654
380,2.1917017146448483,2.1941299335038114,2.271727797593387
381,2.160278157819224,3.9648516330974575,5.0
382,2.400607354555978,4.615582823548232,4.190548594343596
383,1.0,1.765651128120078,3.212574030632215
384,2.474244978319239,2.4075357408471056,4.026986263319732
385,2.240867338446302,2.973594243041073,4.1059004243573085
386,3.1503937864762075,3.280161158819607,2.4360525119417566
387,3.3417559757771595,2.1903964800783537,2.183782755458035
388,4.876170839215886,3.4240610444640898,3.0781430629696476
389,3.95042383818605,2.526160652929084,3.8616361244979442
390,2.423096344337597,2.9855477291217207,3.1390603986534176
391,2.101585328651642,3.5462842480036993,1.4230035178090028
392,3.4919191715065057,3.0064222698109377,2.1971755560491575
393,1.6797667929793578,2.5636141094734315,2.926027136405622
394,4.831458765854354,2.8903901960741694,2.92433439567417
395,4.179440120721287,2.911637040794665,4.972542176789808
396,2.530824347895295,2.6299889701178722,1.614012057601002
397,1.2868654709091225,2.7412039373328976,3.5055892418358745
398,4.353872374165412,4.598647170504717,4.48911310832829
399,2.885460154747382,3.560919447941239,5.0
400,4.237816311973462,2.7045196819708397,2.595602576816039
401,1.405572341205633,3.696954404510736,3.4914294527201997
402,2.400624977046227,2.66618051024399,3.569760357198647
403,3.005243699718183,4.173124637586641,3.195481731553291
404,3.046980593764742,3.3696421921980937,2.901154798760694
405,2.5499345285207564,2.8926978559957712,3.435975389500046
406,3.6228499323474987,3.4477169258102776,1.0
407,1.9323795706174056,1.4291238479315007,3.682069490062631
408,2.8576205149787066,1.8732325310901947,3.1261779036619672
409,3.120295631711899,1.8060749936009446,2.7775251032217345
410,3.514438834058749,3.142943094763707,5.0
411,3.7116148780888896,4.732514999485092,2.325065981209448
412,1.8753579081621308,5.0,2.5969240109349694
413,1.4658858292643777,3.638051101440757,4.991553302204734
414,4.277676821898509,3.500844474944457,2.167938695150143
415,3.3323140119795918,1.198942265847261,2.449884717063461
416,2.2515134634434464,2.457326200265978,2.85297457656915
417,4.551151975522523,2.212216248091761,3.840734482129549
418,3.1156746342928585,2.379152401748884,3.207802507353313
419,4.179297184063826,2.8318561814152106,1.7073746528477374
420,3.067518481410109,2.527909422302873,2.4678314368728103
421,5.0,1.0207001896242123,2.3926455667877886
422,4.755340842443204,3.747910256117534,2.9227789547769545
423,2.7510358515209266,1.9272569742601935,3.4258436586298293
424,3.9715709509543555,3.2392468641111494,3.418205755887972
425,3.6453759495851474,5.0,1.2239882459515978
426,4.368631557532349,2.0806154084135766,4.063940987560856
427,2.0350765394198955,1.0,3.2525688459966235
428,3.6860514599984393,2.713995778119889,4.384532047593906
429,4.058424486849588,4.100959634998571,3.444198327290672
430,1.2412605135768857,4.958347454220593,4.101322957735762
431,1.816741487334225,1.7704504055475832,3.466545311450127
432,1.0,3.4966992232365217,4.346225756202748
433,2.730593165555442,2.5346895432199466,3.5222506360177785
434,3.717542255795962,2.8940516456958645,2.902084753557096
435,4.502357052096028,5.0,5.0
436,3.074094780419775,1.4970296716048468,3.889037122279892
437,4.628615545571292,3.2537396614945733,3.573744421004413
438,1.6198985417851086,3.467693171765433,1.723695583461664
439,1.2966175606448453,4.085786324939347,1.7116923825364623
440,2.9444523011033814,3.0979831534708953,3.2927154821418534
441,3.384065448939307,3.3080505395041024,3.145521197768241
442,2.967305251905907,2.6083514325782087,2.385877434991684
443,1.0,3.269126941245107,3.14098269961206
444,2.9108799604872115,2.6568077245025896,4.588626928043595
445,1.6955304994951468,3.621571889856051,3.6954024745502987
446,3.6696725488300386,2.630389663956366,1.8589914902472617
447,3.3665982460968484,3.3771003939021864,2.8884911728570564
448,2.060120213672645,2.970737186315022,2.1950335191474393
449,2.4861330826633066,4.126050250772169,2.612300083591439
450,1.9407864781110484,2.948606276411514,2.5863843343703574
451,2.937320902726828,1.2269675317931186,2.5223544173959946
452,3.9551423205012384,4.261921500713992,1.7448646280266051
453,2.014273953664456,2.094267699137381,2.87234531848181
454,3.504046515517844,2.3462336613511803,2.43939236315269
455,2.469742381627559,2.404338705956508,1.0
456,2.2071271677376556,4.374438093170817,5.0
457,2.8929696400454423,1.0,4.088769654216672
458,1.964757677580626,5.0,2.623699275075004
459,2.4463506946528177,4.056056809066051,3.0188190497405984
460,1.8021221074111515,3.2232389141291597,1.8283456526824382
461,4.9647251329163895,2.9451059993837134,4.695722877810866
462,3.035263551971729,3.285554074857657,4.897288694773112
463,2.3002744920074143,3.5211224283793383,3.1566937282465246
464,3.213979910734222,3.645215585950057,4.023530644185344
465,2.88767195030917,3.5556044660034485,3.175286778933924
466,2.779030400466777,3.089580681255249,1.6632745611240694
467,3.614166700043425,2.802661579692674,2.5881766310363425
468,3.757507710047305,2.8487267163464884,3.131927966771957
469,2.4694988523894725,2.805091719647319,2.545452281256556
470,2.42418175935532,4.133770096867065,2.781346722564964
471,2.724948302848356,3.5935567222808618,2.9086004424908856
472,1.0,1.0,2.919121502134539
473,1.4848089378014477,3.655900776529761,3.052258490497483
474,4.3668742674445244,3.1947361947187747,1.939394933603399
475,4.644967713501284,2.981291243554103,2.2829838508720637
476,2.7509639604436216,2.611481546911114,1.7154157343000307
477,3.5765569630557663,4.124112719986013,3.9778155496862
478,3.311250154543536,3.947526462122858,1.0
479,5.0,2.227122332176391,4.1535903433169254
480,4.119574911434577,3.407052287124535,4.386349397262843
481,2.8720824085192334,2.028343265458714,2.6978194130173785
482,2.0444595593995745,1.6203818352110695,1.0
483,1.3935536797424275,2.373282775410035,2.6386894380327095
484,3.203463635867223,3.8623934723827587,2.935815838711181
485,2.2436492547156965,3.953125045376087,1.9894017800710866
486,1.5777462904023258,3.513085420097293,2.484781606191757
487,2.3534271157574733,3.725095786847997,4.5301951988633515
488,1.918451996385605,3.5161782871149585,3.664927162301741
489,4.687141635072565,2.3585184047770476,2.0754358856219
490,3.8816397569494505,3.4319225446739408,1.4024008304045679
491,2.9920273586833828,3.8004095252276824,2.672982682390229
492,4.479944138890026,3.754291329813574,2.7865432206495617
493,3.0773683076476184,4.1889133714746425,3.4961991873633163
494,2.1387157986717362,3.708303847201064,2.464683287432341
495,4.5231240772696575,3.351448207541583,3.5114995753618614
496,3.5389100436846586,4.070150238316428,4.93515404006023
497,1.9627538456735436,2.9734787407509398,3.8155010224442627
498,2.809661321916392,2.118125348772282,2.9519114926692276
499,2.124381746615243,2.836933036056236,2.8168495289467055
500,1.617200269035664,2.255097355193551,2.6433268658201285
501,3.9261775475316414,2.3248217250256182,4.180640912452144
502,4.9094166404701305,2.855481329284482,2.372686554048697
503,1.6014324261808588,2.2075800790000386,3.0452227089999826
504,3.562969236690571,2.6920384703609597,3.0511979018810855
505,2.349357430878173,1.1063853330462143,2.498215807188468
506,2.5128746162353037,3.2132937073729386,1.6275344521158992
507,2.407606075761131,3.0012054753622244,3.3229745036176683
508,2.136009230320184,2.1829113689318094,2.9389960281446164
509,3.048521627944827,3.659245668432405,3.50024046943657
510,2.1690498835889622,3.937570137626558,2.466399693560833
511,3.270456825779839,1.3924401356310259,4.220821298813048
512,2.949761890550863,2.237275221433786,2.1232262187881554
513,2.7610519531335904,2.2308576502127018,4.712040284017893
514,2.092436337958402,2.0600968988911355,1.2523634901717384
515,2.4232286694316674,3.8294748419317486,3.4347700645568913
516,3.755391225825756,2.8061738612271965,3.4754306825266235
